영화 제목,썸네일,유튜브 제목,어그로표현 있음,내용,자극,의문,THUMB,내용있는어그로,video_id,자극+의문,char
데스레이스2,https://i.ytimg.com/vi/K-PEk36KEoI/hqdefault.jpg,더 화끈하게 돌아온 지옥의 레이스! 죄수들의 목숨을 파리처럼 생각하는 미친 교도소라니?!      ,1,1,1,1,1,1,K-PEk36KEoI,2,13
데스레이스3:인페르노,https://i.ytimg.com/vi/Sb72hxBDLi8/hqdefault.jpg,화끈하게 터져주는 레이싱 액션! 사막 한가운데서 벌이는 랠리!      ,1,1,1,0,1,1,Sb72hxBDLi8,1,10
데스위시,https://i.ytimg.com/vi/xe_LwOsydpQ/hqdefault.jpg,자신의 가족들을 건든 범죄자들에게 처절한 고통을 느끼게해준 외과의사,1,1,1,0,1,1,xe_LwOsydpQ,1,8
데스위시,https://i.ytimg.com/vi/bzPmEIjThdk/hqdefault.jpg,사랑하는 가족을 잃고 저승사자가 되어 범죄자들을 쓸어버린 현직외과의사       ,1,1,1,0,1,1,bzPmEIjThdk,1,10
데스위시,https://i.ytimg.com/vi/jMsaII1JKxc/hqdefault.jpg,가족을 죽인 갱단을 초토화시켜버린 외과의사    ,1,1,1,0,1,1,jMsaII1JKxc,1,6
데스위시,https://i.ytimg.com/vi/c04JhLOPwUA/hqdefault.jpg,사람을 살리는 외과의사가 총을 잡게 된 이유     ,1,1,0,1,1,1,c04JhLOPwUA,1,7
데스위시,https://i.ytimg.com/vi/-YCa2gfrBw0/hqdefault.jpg,가족들을 죽인 범죄자들을 과학적으로 참교육하는 외과의사   ㄷ,1,1,1,0,1,1,-YCa2gfrBw0,1,7
뎅케르크,https://i.ytimg.com/vi/g_YFVZQAAwA/hqdefault.jpg,전쟁의 처절함과 군인들의 아픔을 제대로 보여주는 영화     ,0,1,0,0,1,0,g_YFVZQAAwA,0,7
도리를찾아서,https://i.ytimg.com/vi/EcGWr-HAvhY/hqdefault.jpg,도리를 찾아서   일러    엉이 ,0,0,0,0,0,0,EcGWr-HAvhY,0,4
도어락,https://i.ytimg.com/vi/TgcPWdGVnYA/hqdefault.jpg,도어락이   안전하지 않은 이유,1,1,0,1,0,1,TgcPWdGVnYA,1,5
도어락,https://i.ytimg.com/vi/K7kEZkpMeBE/hqdefault.jpg,엘리베이터 혼자타면 위험한 이유,1,1,0,1,1,1,K7kEZkpMeBE,1,4
독재자,https://i.ytimg.com/vi/wafxSxogrns/hqdefault.jpg,명 궁녀를 거느린 독재자,1,1,1,0,0,1,wafxSxogrns,1,4
독재자,https://i.ytimg.com/vi/VPJ8iFhIDJU/hqdefault.jpg,명의 할리우드 여배우와 잠자리를 가진 독재자의 충격적인 모습,1,1,1,1,1,1,VPJ8iFhIDJU,2,8
독재자,https://i.ytimg.com/vi/7cpIGZqE8aU/hqdefault.jpg,억만장자 독재자가 사는 법,1,1,0,1,0,1,7cpIGZqE8aU,1,4
독전,https://i.ytimg.com/vi/o5iDb2lCZhk/hqdefault.jpg,김주혁 배우의 무서운 연기  마지막 작품 독전,1,0,1,0,0,0,o5iDb2lCZhk,1,7
돈,https://i.ytimg.com/vi/xa0nJ5DKk90/hqdefault.jpg,순재산 억의 말단 회사원의 비밀,1,1,1,1,1,1,xa0nJ5DKk90,2,5
돈,https://i.ytimg.com/vi/Ha2tvAtLR3I/hqdefault.jpg,    앉아서 누군가 평생 일해도 벌수 없는 돈을 벌어버린 대,0,1,0,0,1,0,Ha2tvAtLR3I,0,10
돈,https://i.ytimg.com/vi/xBDXqCjJ1dA/hqdefault.jpg,클릭 한 번으로 년 일할 돈 벌어버린 대 청년의 비밀,1,1,0,1,1,1,xBDXqCjJ1dA,1,10
돈비어프레이드,https://i.ytimg.com/vi/heE_eBDaIVo/hqdefault.jpg, 결말 지하에서 아이들의 이와 뼈를 먹고 사는 요정들   ,0,1,0,0,1,0,heE_eBDaIVo,0,7
돈비어프레이드,https://i.ytimg.com/vi/EoUhblUsdgg/hqdefault.jpg,지하에서 아이들의 이와 뼈를 먹고 사는 요정들 공포       ,0,1,0,0,1,0,EoUhblUsdgg,0,8
돈비어프레이드-어둠속의속삭임,https://i.ytimg.com/vi/GwrzhYAQKtU/hqdefault.jpg,어둠 속에서 소녀를 노리는 공포의 무언가 ?       ,1,1,0,1,1,1,GwrzhYAQKtU,1,8
돈존,https://i.ytimg.com/vi/V7vsrqQdV6E/hqdefault.jpg,연속으로 번 가능할까?,1,1,0,1,0,1,V7vsrqQdV6E,1,3
동갑내기과외하기,https://i.ytimg.com/vi/UkEpOOtA9V4/hqdefault.jpg,    동갑내기 학생과 선생이 과외하다가 생긴 일,1,1,0,1,1,1,UkEpOOtA9V4,1,7
두번째사랑,https://i.ytimg.com/vi/elnN3Xjln2A/hqdefault.jpg,미국인 유부녀가 불륜상대로 한국 남자를 고집하는 이유,1,1,0,1,1,1,elnN3Xjln2A,1,7
두사부일체,https://i.ytimg.com/vi/uRZ4L7yjUpM/hqdefault.jpg,조직 두목이 고등학교에 입학하면 벌어지는 일      ,1,1,0,1,1,1,uRZ4L7yjUpM,1,7
둠스데이:지구최후의전쟁,https://i.ytimg.com/vi/6F8-1OLD9II/hqdefault.jpg,지구온난화로 육지까지 점령해버린 돌연변이 물고기 괴물      ,0,1,0,0,1,0,6F8-1OLD9II,0,8
둠스데이지구최후의날,https://i.ytimg.com/vi/FrZw5ruVghQ/hqdefault.jpg, 년 만에 찾아온 우주 대재앙      ,0,1,0,0,1,0,FrZw5ruVghQ,0,7
드라큘라,https://i.ytimg.com/vi/gY5732f2FhA/hqdefault.jpg,술을 마시면 마실수록 강력해지는 살 뱀파이어,0,1,0,0,1,0,gY5732f2FhA,0,6
드라큘라,https://i.ytimg.com/vi/MPEVvI4qp1w/hqdefault.jpg,년동안 늙지도 않고 죽지도 않는 할아버지,0,1,0,0,1,0,MPEVvI4qp1w,0,6
드라큘라,https://i.ytimg.com/vi/hAQpDQ-bJYs/hqdefault.jpg,역사상 가장 견고한 비밀 감옥도 막지 못한 살 남자의 충격적인 능력,1,1,0,1,1,1,hAQpDQ-bJYs,1,11
드라큘라,https://i.ytimg.com/vi/PLojNu378Rg/hqdefault.jpg,찐짜    싸이코가 사람 피를 마시고 다닌다고?,1,1,1,1,1,1,PLojNu378Rg,2,6
드라큘라,https://i.ytimg.com/vi/LhXVuiFBpCs/hqdefault.jpg,밤중에 혼자서는 볼 수 없는 넷플릭스 드라마,1,0,1,0,0,0,LhXVuiFBpCs,1,7
드라큘라,https://i.ytimg.com/vi/AuMBPDdXxik/hqdefault.jpg,년간 바다에 수장된 남자의 입에 손을 넣자 초 뒤 벌어진 끔찍한 일  ,1,1,1,1,0,1,AuMBPDdXxik,2,12
드래그미투헬,https://i.ytimg.com/vi/bUwYr45b434/hqdefault.jpg,    말 한번 잘못 했다가 지옥행이 확정된 억울한 여자     소개 추천,0,1,0,0,1,0,bUwYr45b434,0,13
드래그미투헬,https://i.ytimg.com/vi/I-jIS4jZI7E/hqdefault.jpg, 결말 순간의 잘못된 선택으로 끔찍한 저주에 걸려버린 여자   ,1,1,1,0,1,1,I-jIS4jZI7E,1,7
드래그미투헬,https://i.ytimg.com/vi/c2iwW1DQ5Lg/hqdefault.jpg,순간의 잘못된 선택으로 끔찍한 저주에 걸려버린 여자 공포       ,0,1,0,0,1,0,c2iwW1DQ5Lg,0,7
디바,https://i.ytimg.com/vi/zFLlhR1nXH8/hqdefault.jpg,보면 무조건 소름돋는 년 한국 스릴러 영화 위,1,0,1,0,0,0,zFLlhR1nXH8,1,8
디바,https://i.ytimg.com/vi/Kpzopenjcac/hqdefault.jpg,정말   이 영화가 나왔다고?,1,0,1,1,0,0,Kpzopenjcac,2,4
디스트릭트9,https://i.ytimg.com/vi/s8XpWvlv6AI/hqdefault.jpg,한국에서만 망했던 레전드 띵작  ㅠㅠ,1,0,1,0,0,0,s8XpWvlv6AI,1,4
디스트릭트9,https://i.ytimg.com/vi/cqRcL1j4feA/hqdefault.jpg,외계인 강제로 이사시키려다  자신이 외계인으로 변한 남자!   액션명작       ,0,1,0,0,1,0,cqRcL1j4feA,0,8
디스트릭트9,https://i.ytimg.com/vi/GbVMiBH9xrc/hqdefault.jpg,외계인과 함부로 접촉한 남자의 최후,1,1,0,1,0,1,GbVMiBH9xrc,1,5
디스트릭트9,https://i.ytimg.com/vi/3iZ7pYgpcHI/hqdefault.jpg,인간과 외계인을 합친 끔찍한 혼종,1,1,1,0,0,1,3iZ7pYgpcHI,1,5
디스트릭트9,https://i.ytimg.com/vi/dzjjK9oB0mk/hqdefault.jpg,      외계물질 맞고 반반치킨 ? 이 되어버린 남자,1,1,0,1,1,1,dzjjK9oB0mk,1,6
디스트릭트9,https://i.ytimg.com/vi/44Kj0uR9ags/hqdefault.jpg,외계인을 학살하는 인간들,0,1,0,0,0,0,44Kj0uR9ags,0,3
디아틀로프,https://i.ytimg.com/vi/vkDYW0e50Sg/hqdefault.jpg,실종 사건을 취재하러 갔던 대학생들  그곳에 벌어졌던 미스터리의 반전      ,1,1,1,0,0,1,vkDYW0e50Sg,1,11
디아틀로프,https://i.ytimg.com/vi/Pdq1iayezUE/hqdefault.jpg,대학생이 년전 소련이 숨긴 지옥의 문을 찾을 때 벌어지는 일 영화       반전주의 ,1,1,1,0,1,1,Pdq1iayezUE,1,12
디아틀로프,https://i.ytimg.com/vi/vKhbvsykt8o/hqdefault.jpg,너무 충격적이라 한국에선 상영중단시킨 레전드 공포영화,1,0,1,0,0,0,vKhbvsykt8o,1,6
디아틀로프,https://i.ytimg.com/vi/6B0HaOQmlMw/hqdefault.jpg,순간이동으로 오지게 쫓아오는 역대급 미친 좀비,1,0,1,0,0,0,6B0HaOQmlMw,1,6
디아틀로프,https://i.ytimg.com/vi/fmr8csPSFJg/hqdefault.jpg,      호기심이 무서운 이유   공포 미스터리,1,0,0,1,1,0,fmr8csPSFJg,1,7
디즈파이널아워스,https://i.ytimg.com/vi/wkmjWWaAzwQ/hqdefault.jpg,인생을 되돌아보게 하는 지구종말 영화,0,1,0,0,0,0,wkmjWWaAzwQ,0,5
디즈파이널아워스,https://i.ytimg.com/vi/txIl3ftWvjo/hqdefault.jpg,지구종말 직전 참았던 욕망을 표출하는 인간들,0,1,0,0,1,0,txIl3ftWvjo,0,6
디즈파이널아워스,https://i.ytimg.com/vi/XEbzV2H297s/hqdefault.jpg,멸망 시간 전 인간들이 벌인 끔찍한 일   ,1,1,1,1,1,1,XEbzV2H297s,2,7
디즈파이널아워스,https://i.ytimg.com/vi/2k7obcfTi5I/hqdefault.jpg,지구종말 후 지하벙커에 남게 된 두 남녀의 운명,1,1,0,1,1,1,2k7obcfTi5I,1,8
디파티드,https://i.ytimg.com/vi/sdJiSvX3hFY/hqdefault.jpg,조폭도 하면서 형사도 하는 목숨건 투잡러의 고충,1,1,1,1,0,1,sdJiSvX3hFY,2,7
디파티드,https://i.ytimg.com/vi/nJkuzB7P1wM/hqdefault.jpg,악질 흉악범 참교육하려고 감옥까지 따라 들어간 형사  ㅋ,1,1,1,0,1,1,nJkuzB7P1wM,1,8
딜리버리맨,https://i.ytimg.com/vi/sneFqZFl198/hqdefault.jpg,알바로 기증한 정자가 명의 아이가 되어 돌아왔다?!,1,1,0,1,1,1,sneFqZFl198,1,7
딜리버리맨,https://i.ytimg.com/vi/jMhpX9nC5II/hqdefault.jpg,만원 벌려고 정자기증알바를  년간  번한 남자의 최후   ㅋ,1,1,0,1,1,1,jMhpX9nC5II,1,10
땡큐포스모킹,https://i.ytimg.com/vi/TG5CpiHfNbc/hqdefault.jpg,신급 말빨을 가지고 있으면 벌어지는 일,1,1,1,1,1,1,TG5CpiHfNbc,2,6
라디오스타,https://i.ytimg.com/vi/BHrbvTcWb0k/hqdefault.jpg,주변 사람들을 돌아보게 하는 인생영화,1,0,1,0,0,0,BHrbvTcWb0k,1,5
라라랜드,https://i.ytimg.com/vi/4KChaE-H-RU/hqdefault.jpg,누군가를 떠올리게 하는   인생영화 그 이상,1,0,1,0,0,0,4KChaE-H-RU,1,5
라라랜드,https://i.ytimg.com/vi/ygSGTugLB-k/hqdefault.jpg,라라랜드 정말 미쳤습니다  올해의 영화입니다 꼭 보세요!   엉이 ,1,0,1,0,1,0,ygSGTugLB-k,1,8
라스베가스에서만생길수있는일,https://i.ytimg.com/vi/8G-nQBgzTUk/hqdefault.jpg,      첫 만남에 술 취해 결혼했는데 잭팟 터진 남녀,0,1,0,0,1,0,8G-nQBgzTUk,0,10
라스크홀리데이,https://i.ytimg.com/vi/OR6zIfdSlRI/hqdefault.jpg,시급 벌던 마트 점원이 하루에 몇천만 원씩 쓰게 된 이유,1,1,0,1,1,1,OR6zIfdSlRI,1,10
라스트홀리데이,https://i.ytimg.com/vi/GhQAX18cJYg/hqdefault.jpg,항공사 직원이 이코노미라고 무시하자 바로 일등석으로 바꿔버리는 여자,0,1,0,0,1,0,GhQAX18cJYg,0,8
라스트홀리데이2006,https://i.ytimg.com/vi/8_EttrwhXB8/hqdefault.jpg,인생의 방향을 잃은 사람들이 본 뒤 가장 완벽한 해답을 얻었다는 인생 영화 위,1,0,1,0,1,0,8_EttrwhXB8,1,13
라이언일병구하기,https://i.ytimg.com/vi/JJsiwm5da4I/hqdefault.jpg,참전용사들이 너무 진짜 같아서 관람을 거부했던 레전드 전쟁영화   ㄷ,1,0,1,0,1,0,JJsiwm5da4I,1,9
라이엇클럽,https://i.ytimg.com/vi/zCQpWnJ8rX4/hqdefault.jpg,   상류층 재벌들이 서민을 가지고 노는 방법  ,1,1,1,1,1,1,zCQpWnJ8rX4,2,7
라이온킹,https://i.ytimg.com/vi/QyfX4dpnnKM/hqdefault.jpg,표정도 감정도 느낄 수 없어서 정말 아쉬운 라이온킹 실사판,0,0,0,0,1,0,QyfX4dpnnKM,0,9
라이프애프터베스,https://i.ytimg.com/vi/U0p1C75PIsw/hqdefault.jpg,좀비여친에게 겁탈당하는 남친   ,0,1,0,0,1,0,U0p1C75PIsw,0,3
라이프에프터베스,https://i.ytimg.com/vi/kU5f4kcAfLk/hqdefault.jpg,      성  넘치는 좀비랑 사귀는 남자친구에게 생긴 일,1,1,1,1,1,1,kU5f4kcAfLk,2,9
라이프오브파이,https://i.ytimg.com/vi/uvywKA2e2Fs/hqdefault.jpg,뱅갈 호랑이와 단둘이 바다 한가운데 남겨진 소년,0,1,0,0,0,0,uvywKA2e2Fs,0,7
라크나로크,https://i.ytimg.com/vi/9WvhedJDABg/hqdefault.jpg,토르의 천둥의 힘을 계승하게 된 소년 총정리,0,0,0,0,0,0,9WvhedJDABg,0,7
래디우스,https://i.ytimg.com/vi/sH1MTXp1D3g/hqdefault.jpg, 안 모든것을 학살하는 초능력을 갖게 된 남자,0,1,0,0,0,0,sH1MTXp1D3g,0,7
래디우스,https://i.ytimg.com/vi/3vL5cTvUE4s/hqdefault.jpg,    패왕색의 패기를 갖게 된 남자,1,0,1,0,1,0,3vL5cTvUE4s,1,6
래디우스,https://i.ytimg.com/vi/kajhFvZA0jY/hqdefault.jpg,반경   내의 모든 생명체를 죽여버리는 남자,0,1,0,0,1,0,kajhFvZA0jY,0,7
래빗홀,https://i.ytimg.com/vi/XdgHkb2--sE/hqdefault.jpg,자식 잃은 슬픔을 표현하는 방식이 부부가 서로 다르다면     ,1,1,0,1,1,1,XdgHkb2--sE,1,8
"러브,데스+로봇",https://i.ytimg.com/vi/FQ8BDO8e2aU/hqdefault.jpg,신이 버린 인류의 최후의 모습,1,0,0,1,0,0,FQ8BDO8e2aU,1,5
"러브,데스+로봇",https://i.ytimg.com/vi/DffG2QzsSaU/hqdefault.jpg,지구에서 만 광년 외계에서 발견된 괴생명체의 충격적인 행동,1,1,1,1,1,1,DffG2QzsSaU,2,8
"러브,사이먼",https://i.ytimg.com/vi/t_V4USUc5z0/hqdefault.jpg,당신의 동성애인식을 바꿔줄 영화  하이틴영화              ,0,0,0,0,1,0,t_V4USUc5z0,0,5
러브렉트,https://i.ytimg.com/vi/2UOMz3J7Ghw/hqdefault.jpg,가수와 사생팬이 무인도에 갇히면 벌어지는 일   ㄷ,1,1,1,1,1,1,2UOMz3J7Ghw,2,7
러브렉트,https://i.ytimg.com/vi/8o4KpHMDiE4/hqdefault.jpg,남녀 둘이 무인도에 갇히면 무슨 일이 생길까?  하이틴영화              ,1,1,0,1,1,1,8o4KpHMDiE4,1,8
러브로지,https://i.ytimg.com/vi/3KNOhlY-IR4/hqdefault.jpg,연애하고싶었지만 년동안 썸만탄 우리사이     하이틴영화              ,1,1,1,0,1,1,3KNOhlY-IR4,1,5
러브앤드럭스,https://i.ytimg.com/vi/XtoJlf-RXSE/hqdefault.jpg,발 부전 치료제 판매원과 완전 특이한? 여자의 사랑,1,1,1,1,1,1,XtoJlf-RXSE,2,7
럭키,https://i.ytimg.com/vi/N2Cj3r7Ou-Y/hqdefault.jpg,기억을 잃고 분식집 알바생이 된 전직킬러,0,1,0,0,1,0,N2Cj3r7Ou-Y,0,6
런,https://i.ytimg.com/vi/YWToEELX-Ls/hqdefault.jpg,        사이코패스 엄마에게서 키워진 딸의 처절한 복수극,1,1,1,0,1,1,YWToEELX-Ls,1,9
런,https://i.ytimg.com/vi/sZhHHfy0HcE/hqdefault.jpg,매일밤 딸에게 의문의 알약을 먹이는 엄마의 비밀 미친소름주의 ,1,1,1,1,1,1,sZhHHfy0HcE,2,7
런,https://i.ytimg.com/vi/X_fgCZr4g-w/hqdefault.jpg,딸의 불치병을 치료한다며 부모가 건낸 정체불명의 알약   충격   ,1,1,1,1,1,1,X_fgCZr4g-w,2,7
런닝맨,https://i.ytimg.com/vi/fVbtCytMDic/hqdefault.jpg,살인범이 된 줄 모르고 경찰서에 찾아온 살인범,0,1,0,0,1,0,fVbtCytMDic,0,7
런던워Z:레드콘,https://i.ytimg.com/vi/LhGfoom3z-E/hqdefault.jpg,좀비 진화의 끝판왕  이제 좀비들이 군입대 까지?      ,1,1,1,1,1,1,LhGfoom3z-E,2,9
런던필드,https://i.ytimg.com/vi/DEhTTh6-UGs/hqdefault.jpg,깡촌 술집에 미친미모의 여신이 들이닥치면 벌어지는 일  충격반전주의 ,1,1,1,1,1,1,DEhTTh6-UGs,2,8
런던필드,https://i.ytimg.com/vi/mTN1Rn050L0/hqdefault.jpg,   조니 뎁의 여자였던 그녀에게 딱 맞았던 영화 인줄 알았지만 아닌 영화 넷플릭스 추천 ,0,0,0,0,1,0,mTN1Rn050L0,0,12
런던해즈폴른,https://i.ytimg.com/vi/BoabHPbZT-M/hqdefault.jpg,수많은 테러범들이 한 명한테 다 쓸리는 시원한 영화     ,1,1,1,0,1,1,BoabHPbZT-M,1,8
런하이드파이트,https://i.ytimg.com/vi/W5NxRadj0-Q/hqdefault.jpg,천조국의 고등학교 묻지마 총기난사 사건!       런 하이드 파이트 ,0,1,0,0,1,0,W5NxRadj0-Q,0,8
런하이드파이트,https://i.ytimg.com/vi/vU55jDkuX4U/hqdefault.jpg,      전직 특수부대 딸을 건드린 범죄소년들의 최후   액션,1,1,0,1,1,1,vU55jDkuX4U,1,9
런하이드파이트,https://i.ytimg.com/vi/0nPnb-vETJc/hqdefault.jpg,실제로 천조국 고등학교에서 벌어진 묻지마 총기사건의 충격적인 전말,1,1,0,1,0,1,0nPnb-vETJc,1,8
런하이드파이트2020,https://i.ytimg.com/vi/4LRVNAS49LU/hqdefault.jpg,학교에 쳐들어온 흉악범들을 쓸어버리는 평소 조용히 공부하던 여고생,1,1,1,0,0,1,4LRVNAS49LU,1,8
레드2,https://i.ytimg.com/vi/mFL_Vle7BtE/hqdefault.jpg,킬러인 친구의 물건을 훔치면 벌어지는 일      ,1,1,0,1,1,1,mFL_Vle7BtE,1,7
레드슈즈,https://i.ytimg.com/vi/LKk5o031WZQ/hqdefault.jpg,디즈니 공주를 능가하는 역대급 한국 공주,1,0,1,0,0,0,LKk5o031WZQ,1,6
레드슈즈,https://i.ytimg.com/vi/v9vF4ypEC8I/hqdefault.jpg,한국에서 만들어 개국에 수출한 디즈니에 대적할  애니,1,0,1,0,1,0,v9vF4ypEC8I,1,7
레드슈즈,https://i.ytimg.com/vi/lOvqbLf7hxc/hqdefault.jpg,디즈니 공주들의 판도를 뒤엎은 새로운 공주,1,0,1,0,0,0,lOvqbLf7hxc,1,6
레드슈즈,https://i.ytimg.com/vi/naE9tGm0Tgs/hqdefault.jpg,디즈니 공주들이 모여 사는 땅에 한국의 빵공주 등장!,0,1,0,0,0,0,naE9tGm0Tgs,0,8
레드스패로,https://i.ytimg.com/vi/kL3V02_19ZI/hqdefault.jpg,아무리 영화라지만 …유혹하는게 스파이 훈련이라고  ?,1,1,0,1,1,1,kL3V02_19ZI,1,5
레디오어낫,https://i.ytimg.com/vi/zCFIhEhGK4g/hqdefault.jpg,신혼 첫날밤 시댁식구 뚝배기를 깨는 새신부    ,1,1,1,0,1,1,zCFIhEhGK4g,1,7
레디오어낫,https://i.ytimg.com/vi/90hk3xrq-Sc/hqdefault.jpg,며느리를 사냥 하는 미친 가족이 있다   ,1,1,1,0,1,1,90hk3xrq-Sc,1,6
레디오어낫,https://i.ytimg.com/vi/fQis7HayMzY/hqdefault.jpg,사이코패스 재벌 시댁에 시집간 존예녀의 첫날밤 공포영화   ,1,1,1,0,1,1,fQis7HayMzY,1,6
레디플레이어원,https://i.ytimg.com/vi/JHEK05vRMJo/hqdefault.jpg,레디 플레이어 원 이 시대를 살아가는 모든 이들의 영화 경배하는  !,1,0,1,0,0,0,JHEK05vRMJo,1,11
레디플레이어원,https://i.ytimg.com/vi/ekbbA4iUJow/hqdefault.jpg,찐따를 무시한 글로벌 기업 회장의 최후,1,1,1,1,1,1,ekbbA4iUJow,2,6
레디플레이어원2018,https://i.ytimg.com/vi/oHxk6nzgSek/hqdefault.jpg,      게임캐릭터가 셀수 없이 나오는 미친 영화,1,0,1,0,1,0,oHxk6nzgSek,1,7
레버넌트,https://i.ytimg.com/vi/e_YgYzXOYo0/hqdefault.jpg,     자막  년만에 디카프리오가 오스카상을 받게 해준 영화  해석 ,0,0,0,0,1,0,e_YgYzXOYo0,0,7
레베카,https://i.ytimg.com/vi/P1Tzfqljzws/hqdefault.jpg,억만장자에게 시집 간 시종,0,1,0,0,1,0,P1Tzfqljzws,0,4
레베카,https://i.ytimg.com/vi/zWxdRmI4w6A/hqdefault.jpg,억만장자와 결혼한 비서의 비결      영화레베카,1,1,0,1,1,1,zWxdRmI4w6A,1,5
레벨16,https://i.ytimg.com/vi/z3vDPL8d5kw/hqdefault.jpg,      농장처럼 아이들이 길러져?      ,1,1,0,1,1,1,z3vDPL8d5kw,1,6
레벨16,https://i.ytimg.com/vi/q25HWbE2l90/hqdefault.jpg,소녀들의 아름다움을 상품화시켜 상류층들에게 팔아버린 의사의 정체,1,1,0,1,1,1,q25HWbE2l90,1,7
레벨16,https://i.ytimg.com/vi/sipefu-2Bcg/hqdefault.jpg,늙은 부자들에게 팔려가 그들을 위해 온몸을 바치는 세 소녀들,0,1,0,0,1,0,sipefu-2Bcg,0,9
레이디맥베스,https://i.ytimg.com/vi/qyc2lycsMWo/hqdefault.jpg,    늙은 지주에게 팔려 그들의 도구가 되는 세 소녀     소개 추천,0,1,0,0,1,0,qyc2lycsMWo,0,13
레이디스나잇,https://i.ytimg.com/vi/ETceBp7CvSQ/hqdefault.jpg,여자의 정체를 모르고 잘못건든 도둑들    ,1,1,1,0,1,1,ETceBp7CvSQ,1,6
레이디스나잇,https://i.ytimg.com/vi/rVZbO1tS9u4/hqdefault.jpg,결혼전 파티를 위해 모인 곳에서 생긴일!,1,1,0,1,1,1,rVZbO1tS9u4,1,6
레인,https://i.ytimg.com/vi/Em8HzXb_oNQ/hqdefault.jpg,고작 빗물 때문에 초토화가 된 지구,0,1,0,0,0,0,Em8HzXb_oNQ,0,6
레인,https://i.ytimg.com/vi/GRfAhPHsR2I/hqdefault.jpg,빗속에 내포된 살상 바이러스에 대한 이야기,0,1,0,0,0,0,GRfAhPHsR2I,0,6
레인,https://i.ytimg.com/vi/tD85b-bqR9U/hqdefault.jpg,비에 맞으면   죽어버리는 미친 미래사회   ㄷ,1,1,1,0,1,1,tD85b-bqR9U,1,7
레인맨,https://i.ytimg.com/vi/qXsY9r5Dxpo/hqdefault.jpg,바보지만 천재인 남자의 슬픈 사연,1,1,0,1,1,1,qXsY9r5Dxpo,1,5
레인시즌1,https://i.ytimg.com/vi/9M29LdsyaUY/hqdefault.jpg,정말   인류가 멸망하면 벌어지는 일,1,1,0,1,1,1,9M29LdsyaUY,1,5
레전드,https://i.ytimg.com/vi/nRvVqoMuGNg/hqdefault.jpg,남자들이 한번보면 미쳐버린다는 레전드 위 인생영화,1,0,1,0,0,0,nRvVqoMuGNg,1,6
레지던트이블2,https://i.ytimg.com/vi/ugYYdkf2WO4/hqdefault.jpg,수백발의 총알을 맞아도 절대 죽지 않는 불사의 인간병기,0,1,0,0,0,0,ugYYdkf2WO4,0,8
로건,https://i.ytimg.com/vi/cAFAg3mvWAc/hqdefault.jpg,로건  세상에서 가장 찬란한 퇴장,0,0,0,0,0,0,cAFAg3mvWAc,0,5
로건,https://i.ytimg.com/vi/qzbQdWolzJo/hqdefault.jpg,로건이 우리에게 남긴 가지 유언,1,0,0,1,0,0,qzbQdWolzJo,1,5
로리타,https://i.ytimg.com/vi/_HyWf-QpZnY/hqdefault.jpg,살 소녀를 사랑한 미치광이 교수      ,0,1,0,0,1,0,_HyWf-QpZnY,0,7
로맨틱홀리데이,https://i.ytimg.com/vi/jH7VtywStow/hqdefault.jpg,      사랑 앞에 초라하게 느껴질 때 당신이 꼭 봐야할 영화      ,0,0,0,0,0,0,jH7VtywStow,0,13
로스트룸,https://i.ytimg.com/vi/VnUb7nDMfOg/hqdefault.jpg,정말   인간이 신이 되는 놀라운 방법,1,1,1,1,0,1,VnUb7nDMfOg,2,6
로스트룸,https://i.ytimg.com/vi/sn6PGjKDV08/hqdefault.jpg, 리는 모텔키  ,1,1,1,0,1,1,sn6PGjKDV08,1,2
로스트룸,https://i.ytimg.com/vi/daJlP-dLp50/hqdefault.jpg,한 번 시작하면 무조건 밤새는 미드,1,0,1,0,0,0,daJlP-dLp50,1,6
로스트인베이징,https://i.ytimg.com/vi/7_Eik3tvhmg/hqdefault.jpg,판빙빙을 임신시키면 생기는 충격적인 일  ?!   씨무비      ,1,1,1,1,0,1,7_Eik3tvhmg,2,10
로스트인베이징,https://i.ytimg.com/vi/LPIwu98CYIE/hqdefault.jpg,중국에서 상영금지 처분을 받을 수밖에 없었던 역대급 영화      ,1,0,1,0,1,0,LPIwu98CYIE,1,11
롱샷,https://i.ytimg.com/vi/n8PUqj3YA84/hqdefault.jpg,찐따 시절 기습키스했던 천사누나의 년 뒤 충격적인 직업,1,1,1,1,0,1,n8PUqj3YA84,2,8
롱샷,https://i.ytimg.com/vi/lv2s6IX4IK4/hqdefault.jpg,오늘 백수가 된 남자가 대선후보 연설문을 쓰게 된 이유,1,1,0,1,1,1,lv2s6IX4IK4,1,9
롱샷,https://i.ytimg.com/vi/QASO9CrngyM/hqdefault.jpg,어릴적 첫사랑 누나의 충격적인 취향,1,1,1,1,1,1,QASO9CrngyM,2,5
루시,https://i.ytimg.com/vi/NCJFJ19bCo0/hqdefault.jpg,강제로 배를 따인 여자의 통쾌한 복수   ,0,1,0,0,1,0,NCJFJ19bCo0,0,6
루시,https://i.ytimg.com/vi/XOJqEgct27s/hqdefault.jpg,머리가 너무 좋아지자 겪게되는 부작용을 한계치까지 보여주는 영화,0,1,0,0,1,0,XOJqEgct27s,0,8
루시퍼,https://i.ytimg.com/vi/gDcZkFIcDWE/hqdefault.jpg,인간 세상에 놀러온 신의 둘째 아들에게 인간들이 저지른 짓,1,1,0,1,1,1,gDcZkFIcDWE,1,9
